N	K	c_type	y_type	corr_cy	signal_r2	confound_r2	verbose	tolerance	method	sim_nr	score
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CVCR	0	0.849624060150376
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	0.7333333333333334
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	0.5
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	1.0
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	1.0
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	1.0
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	1.0
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	1.0
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	1.0
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	0.3333333333333333
200	5	continuous	binary	0.65	0.1	0.35000000000000003	False	0.001	CB	0	1.0
